,label,cluster,id,c0.4,c0.3,c0.25,c0.1,c0.05,cluster.ordered,count,pgkb,drugbank,drug,gene
3454,"(verapamil,cyp3a4)",15,2637,16,16,16,22,579,10,10,1,0,verapamil,cyp3a4
2546,"(pentamidine,herg)",13,2638,14,14,14,145,193,11,12,1,0,pentamidine,herg
2619,"(pgi2,il-1)",2,2639,2,2,2,3,6,7,38,0,0,pgi2,il-1
920,"(dexamethasone,l-pgds)",9,2640,10,10,10,12,506,6,5,0,0,dexamethasone,l-pgds
781,"(cyclosporin,cd28)",2,2641,2,32,38,571,1177,7,19,1,0,cyclosporin,cd28
3218,"(tamoxifen,aromatase)",4,2642,6,6,6,148,1178,8,727,0,0,tamoxifen,aromatase
763,"(curcumin,sult1a1)",13,2643,14,14,14,20,24,11,5,0,0,curcumin,sult1a1
1880,"(indinavir,cyp3a4)",7,2644,27,50,58,131,776,3,11,1,0,indinavir,cyp3a4
1712,"(hyaluronidase,hyal3)",12,2645,13,13,13,100,126,1,8,0,0,hyaluronidase,hyal3
1711,"(hyaluronidase,hyal2)",17,2646,20,69,81,572,1179,2,20,0,0,hyaluronidase,hyal2
2045,"(lidocaine,acat)",4,2647,6,6,6,139,568,8,5,0,0,lidocaine,acat
2469,"(oxaliplatin,survivin)",16,2648,23,30,111,369,1180,25,23,0,0,oxaliplatin,survivin
2886,"(rasagiline,bcl-2)",11,2649,12,71,84,303,668,18,14,0,1,rasagiline,bcl-2
2673,"(pioglitazone,visfatin)",8,2650,9,9,9,304,492,17,9,0,0,pioglitazone,visfatin
891,"(dexamethasone,fasl)",8,2651,40,68,79,573,1181,17,5,0,0,dexamethasone,fasl
2050,"(lidoflazine,herg)",12,2652,22,28,34,170,241,1,5,1,0,lidoflazine,herg
345,"(bromocriptine,gnrh)",11,2653,17,17,18,24,28,18,18,0,0,bromocriptine,gnrh
3265,"(temozolomide,msh6)",8,2654,9,9,19,28,32,17,11,0,0,temozolomide,msh6
1595,"(gm-csf,csf-1)",2,2655,2,2,2,2,3,7,70,0,0,gm-csf,csf-1
1480,"(gefitinib,vegf)",16,2656,18,24,29,62,97,25,12,0,0,gefitinib,vegf
1670,"(hemin,cyp1a1)",11,2657,12,71,84,303,869,18,6,0,0,hemin,cyp1a1
1476,"(gefitinib,hoct1)",7,2658,8,8,8,78,94,3,6,0,0,gefitinib,hoct1
2858,"(rapamycin,p27kip1)",1,2659,1,1,1,96,403,13,9,0,0,rapamycin,p27kip1
2987,"(roflumilast,copd)",10,2660,11,11,11,13,66,24,97,0,0,roflumilast,copd
2066,"(losartan,ctgf)",16,2661,18,19,21,574,1182,25,8,0,0,losartan,ctgf
1310,"(finasteride,vegf)",9,2662,10,23,28,222,1145,6,5,0,0,finasteride,vegf
2760,"(propranolol,cyp2d6)",7,2663,8,8,8,89,217,3,19,1,0,propranolol,cyp2d6
1400,"(forskolin,bfgf)",16,2664,18,24,43,162,711,25,8,0,0,forskolin,bfgf
2527,"(paracetamol,udpgt)",17,2665,20,22,27,323,1183,2,6,1,0,paracetamol,udpgt
1397,"(forskolin,ap-1)",1,2666,1,1,1,575,1184,13,6,0,0,forskolin,ap-1
2292,"(nadh,lambda-crystallin)",19,2667,25,55,63,146,195,15,14,0,0,nadh,lambda-crystallin
1013,"(dicumarol,nqo1)",4,2668,6,6,6,41,1185,8,16,1,1,dicumarol,nqo1
2742,"(propofol,bcl-2)",11,2669,17,17,18,224,749,18,7,0,0,propofol,bcl-2
2982,"(rofecoxib,cox-1)",4,2670,6,6,6,102,273,8,29,1,0,rofecoxib,cox-1
2983,"(rofecoxib,cox-2)",4,2671,6,6,6,15,17,8,365,1,1,rofecoxib,cox-2
2164,"(metformin,caspase-3)",3,2672,3,3,3,34,39,20,5,0,0,metformin,caspase-3
524,"(cilomilast,copd)",10,2673,11,11,11,81,99,24,27,0,0,cilomilast,copd
1684,"(hyaluronan,behab)",6,2674,7,7,22,31,1186,12,6,0,0,hyaluronan,behab
836,"(daunorubicin,nfkappab)",21,2675,29,38,75,185,617,19,5,0,0,daunorubicin,nfkappab
1386,"(fluvoxamine,5-ht2c)",4,2676,4,4,4,386,770,8,15,0,0,fluvoxamine,5-ht2c
2072,"(losartan,jak2)",8,2677,9,47,55,576,1187,17,9,0,0,losartan,jak2
370,"(calcitriol,cd14)",3,2678,3,3,3,267,412,20,11,0,0,calcitriol,cd14
402,"(capsaicin,oxidoreductase)",4,2679,6,6,6,14,181,8,5,0,0,capsaicin,oxidoreductase
3202,"(tacrine,cholinesterase)",4,2680,6,6,6,148,198,8,114,0,1,tacrine,cholinesterase
1525,"(genistein,glut1)",24,2681,36,52,60,136,179,4,6,0,0,genistein,glut1
217,"(atorvastatin,mcp-1)",11,2682,17,17,112,565,1165,18,13,0,0,atorvastatin,mcp-1
1440,"(g-csf,cxcr4)",6,2683,7,7,22,577,1188,12,47,0,0,g-csf,cxcr4
1249,"(etoricoxib,cox-2)",4,2684,6,6,6,150,374,8,64,1,1,etoricoxib,cox-2
496,"(cevimeline,aqp5)",8,2685,9,9,19,28,32,17,15,0,0,cevimeline,aqp5
651,"(collagenase,il-1)",11,2686,12,12,12,16,18,18,157,0,0,collagenase,il-1
1289,"(fentanyl,mir-190)",8,2687,9,9,19,28,32,17,8,0,0,fentanyl,mir-190
1995,"(l-dopa,comt)",22,2688,31,40,48,578,1189,22,84,1,0,l-dopa,comt
175,"(arsenite,arsb)",12,2689,22,45,53,579,1190,1,21,0,0,arsenite,arsb
1255,"(evodiamine,nf-kappab)",3,2690,3,46,54,359,628,20,6,0,0,evodiamine,nf-kappab
1185,"(estradiol,igfbp-3)",5,2691,5,25,30,114,1191,14,10,0,0,estradiol,igfbp-3
1186,"(estradiol,igfbp-4)",16,2692,18,24,43,126,306,25,6,0,0,estradiol,igfbp-4
174,"(arsenite,arsa)",8,2693,9,9,9,43,1175,17,38,0,0,arsenite,arsa
1900,"(indomethacin,il-11)",16,2694,18,24,29,62,1036,25,6,0,0,indomethacin,il-11
1184,"(estradiol,igfbp-2)",11,2695,17,17,18,137,901,18,6,0,0,estradiol,igfbp-2
3378,"(troglitazone,cyp3a4)",8,2696,9,9,19,28,32,17,22,0,0,troglitazone,cyp3a4
1518,"(genistein,cyclooxygenase-2)",8,2697,9,9,9,43,49,17,6,0,0,genistein,cyclooxygenase-2
3388,"(troglitazone,ppar-gamma)",5,2698,21,33,39,68,262,14,80,0,1,troglitazone,ppar-gamma
3325,"(tolbutamide,cyp2c9)",7,2699,19,20,23,35,255,3,93,0,0,tolbutamide,cyp2c9
833,"(daunorubicin,igf-i)",8,2700,9,9,9,43,49,17,5,0,0,daunorubicin,igf-i
994,"(diazepam,cyp3a4)",7,2701,27,36,44,86,661,3,11,1,0,diazepam,cyp3a4
442,"(carnitine,cpt1a)",7,2702,19,20,26,214,1130,3,39,0,1,carnitine,cpt1a
2377,"(noradrenaline,alpha1)",2,2703,2,32,38,140,188,7,12,1,1,noradrenaline,alpha1
1385,"(fluvastatin,statin)",1,2704,1,59,67,580,1192,13,34,0,0,fluvastatin,statin
3192,"(sunitinib,vegf)",22,2705,31,40,48,98,285,22,83,1,0,sunitinib,vegf
1521,"(genistein,egfr)",4,2706,6,80,96,581,1193,8,17,0,0,genistein,egfr
313,"(bevacizumab,vegf)",22,2707,31,40,48,256,1194,22,649,0,1,bevacizumab,vegf
1660,"(haloperidol,pomc)",11,2708,17,17,18,137,180,18,11,0,0,haloperidol,pomc
1901,"(indomethacin,il-18)",8,2709,9,9,19,28,279,17,5,0,0,indomethacin,il-18
443,"(carnitine,cpt1b)",12,2710,13,13,13,368,1195,1,11,0,0,carnitine,cpt1b
1621,"(gm-csf,phospholipase)",11,2711,17,17,18,137,828,18,16,0,0,gm-csf,phospholipase
1246,"(etoposide,top2)",4,2712,6,6,6,250,381,8,13,1,1,etoposide,top2
409,"(captopril,copd)",10,2713,11,11,11,81,99,24,9,0,0,captopril,copd
552,"(cisplatin,c-abl)",12,2714,22,28,34,83,138,1,13,0,0,cisplatin,c-abl
2291,"(nadh,inha)",22,2715,45,81,99,582,1196,22,21,0,0,nadh,inha
2398,"(norepinephrine,lhrh)",5,2716,21,26,31,240,365,14,32,0,0,norepinephrine,lhrh
29,"(acetanilide,cyp1a2)",7,2717,19,20,26,214,1044,3,11,0,0,acetanilide,cyp1a2
1583,"(glyburide,niddm)",10,2718,11,11,11,130,172,24,44,0,0,glyburide,niddm
949,"(dexamethasone,pnmt)",16,2719,18,24,29,59,70,25,38,0,0,dexamethasone,pnmt
483,"(cephalexin,mate1)",8,2720,9,9,19,28,32,17,9,0,0,cephalexin,mate1
2459,"(oseltamivir,sialidase)",13,2721,14,14,14,125,164,11,14,0,1,oseltamivir,sialidase
2606,"(pge2,pghs-2)",2,2722,2,2,2,202,1197,7,74,0,0,pge2,pghs-2
70,"(aldosterone,nf-kappab)",5,2723,5,25,30,65,77,14,12,0,0,aldosterone,nf-kappab
89,"(alendronate,hips)",11,2724,17,17,18,137,180,18,12,0,0,alendronate,hips
543,"(cisapride,5-ht4)",5,2725,21,33,39,68,96,14,40,0,1,cisapride,5-ht4
3025,"(rosiglitazone,vegf)",16,2726,18,24,29,62,74,25,16,0,0,rosiglitazone,vegf
1504,"(gemfibrozil,ppar-alpha)",5,2727,21,26,31,49,56,14,11,0,1,gemfibrozil,ppar-alpha
1074,"(doxorubicin,nf-kappab)",5,2728,21,33,39,68,1198,14,55,0,0,doxorubicin,nf-kappab
2111,"(melatonin,beta-endorphin)",11,2729,17,17,112,565,1199,18,28,0,0,melatonin,beta-endorphin
2083,"(lovastatin,inos)",3,2730,3,3,3,4,382,20,7,0,0,lovastatin,inos
3024,"(rosiglitazone,tlr4)",16,2731,18,24,29,227,665,25,19,0,0,rosiglitazone,tlr4
2995,"(ropinirole,zif-268)",3,2732,3,46,54,111,1200,20,5,0,0,ropinirole,zif-268
775,"(cyclophosphamide,gm-csf)",2,2733,2,2,2,79,95,7,47,0,0,cyclophosphamide,gm-csf
469,"(celecoxib,cyp2c9)",7,2734,8,8,8,54,1201,3,20,0,0,celecoxib,cyp2c9
1552,"(gentamicin,megalin)",12,2735,22,28,101,336,683,1,16,0,1,gentamicin,megalin
794,"(cyclosporine,calmodulin)",15,2736,16,16,16,22,1202,10,8,0,0,cyclosporine,calmodulin
3098,"(simvastatin,slco1b1)",24,2737,36,52,60,171,242,4,14,0,0,simvastatin,slco1b1
705,"(ctla4ig,apcs)",10,2738,11,11,11,13,267,24,7,0,0,ctla4ig,apcs
1075,"(doxorubicin,p-gp)",7,2739,19,20,25,470,1014,3,105,1,0,doxorubicin,p-gp
2870,"(rapamycin,rapa)",16,2740,18,21,32,50,1203,25,35,0,0,rapamycin,rapa
1939,"(isoflurane,bace)",20,2741,26,35,42,424,781,9,12,0,0,isoflurane,bace
3457,"(verapamil,mdr1)",22,2742,31,40,48,583,1204,22,50,0,0,verapamil,mdr1
74,"(aldosterone,p-gp)",12,2743,22,49,120,427,1205,1,9,1,0,aldosterone,p-gp
1406,"(forskolin,fmlp)",24,2744,36,52,60,136,179,4,7,0,0,forskolin,fmlp
142,"(analgesics,trpv1)",24,2745,36,97,127,480,929,4,11,0,0,analgesics,trpv1
1519,"(genistein,cyp1a1)",22,2746,31,43,51,479,1206,22,6,0,0,genistein,cyp1a1
3230,"(tamoxifen,jnk1)",11,2747,12,12,12,25,1207,18,7,0,0,tamoxifen,jnk1
808,"(cyclosporine,p-gp)",15,2748,16,16,16,22,1208,10,69,0,0,cyclosporine,p-gp
195,"(artemisinin,cyp2b6)",7,2749,19,20,23,282,1209,3,20,1,0,artemisinin,cyp2b6
1662,"(haloperidol,vegf)",11,2750,12,12,12,152,208,18,5,0,0,haloperidol,vegf
3014,"(rosiglitazone,nefa)",21,2751,29,38,75,185,534,19,8,0,0,rosiglitazone,nefa
1064,"(doxorubicin,caspase-3)",5,2752,5,5,5,6,120,14,34,0,0,doxorubicin,caspase-3
1573,"(glucosamine,inositol)",9,2753,10,23,28,85,104,6,20,0,0,glucosamine,inositol
2464,"(ouabain,nhe3)",1,2754,1,59,97,584,1210,13,5,0,0,ouabain,nhe3
1231,"(etomidate,pseudocholinesterase)",4,2755,6,6,6,246,377,8,8,0,0,etomidate,pseudocholinesterase
28,"(acenocoumarol,cyp2c9)",7,2756,27,36,44,147,1211,3,37,0,0,acenocoumarol,cyp2c9
3276,"(terfenadine,herg)",4,2757,4,4,4,585,1212,8,24,1,1,terfenadine,herg
2997,"(rosiglitazone,adiponectin)",16,2758,18,24,29,59,70,25,76,0,0,rosiglitazone,adiponectin
3209,"(tacrolimus,fsgs)",10,2759,11,11,11,130,172,24,9,0,0,tacrolimus,fsgs
52,"(aldosterone,chif)",1,2760,1,1,1,334,972,13,10,0,0,aldosterone,chif
1069,"(doxorubicin,il-1)",9,2761,10,10,10,104,313,6,14,0,0,doxorubicin,il-1
3260,"(telmisartan,enos)",11,2762,17,17,18,224,1213,18,11,0,0,telmisartan,enos
807,"(cyclosporine,nf-kappab)",20,2763,37,56,64,586,1214,9,5,0,0,cyclosporine,nf-kappab
2405,"(norepinephrine,slc6a2)",6,2764,7,7,22,31,1186,12,22,0,0,norepinephrine,slc6a2
2453,"(ornithine,adometdc)",8,2765,9,9,19,28,32,17,16,0,0,ornithine,adometdc
2708,"(prazosin,vasa)",8,2766,9,47,55,234,1215,17,6,0,0,prazosin,vasa
2994,"(rolipram,pde4b)",22,2767,31,43,80,587,1216,22,10,0,0,rolipram,pde4b
1264,"(fasudil,nf-kappab)",21,2768,29,38,46,94,177,19,5,0,0,fasudil,nf-kappab
2686,"(pitavastatin,statin)",13,2769,14,14,14,20,24,11,19,0,0,pitavastatin,statin
1584,"(gm-csf,apcs)",9,2770,10,23,28,85,105,6,25,0,0,gm-csf,apcs
405,"(capsaicin,tachykinin)",5,2771,21,26,31,63,225,14,38,0,0,capsaicin,tachykinin
2607,"(pge2,phospholipase)",2,2772,2,32,38,343,578,7,152,0,0,pge2,phospholipase
3008,"(rosiglitazone,il-10)",18,2773,34,58,66,203,1217,21,11,0,0,rosiglitazone,il-10
828,"(dapsone,pgd2)",24,2774,36,52,60,136,179,4,5,0,0,dapsone,pgd2
189,"(arsenite,parp-1)",4,2775,6,6,6,238,1218,8,27,0,0,arsenite,parp-1
2832,"(rapamycin,enos)",16,2776,18,24,29,167,340,25,8,0,0,rapamycin,enos
1377,"(flutamide,gnrh)",5,2777,21,26,31,49,56,14,16,0,0,flutamide,gnrh
1230,"(etodolac,il-1)",9,2778,10,23,28,42,493,6,12,0,0,etodolac,il-1
2122,"(melatonin,ho-1)",16,2779,18,24,29,227,336,25,20,0,0,melatonin,ho-1
1709,"(hyaluronidase,acrosomal)",2,2780,2,2,2,27,31,7,16,0,0,hyaluronidase,acrosomal
2878,"(rapamycin,skp2)",8,2781,9,9,9,43,49,17,9,0,0,rapamycin,skp2
2279,"(n-acetylcysteine,caspase-3)",3,2782,3,46,122,588,1219,20,7,0,0,n-acetylcysteine,caspase-3
1297,"(fibrates,apoa-i)",11,2783,12,71,84,243,368,18,14,0,0,fibrates,apoa-i
3179,"(sulphonamide,dhps)",4,2784,6,6,6,14,389,8,5,0,0,sulphonamide,dhps
2847,"(rapamycin,igf-i)",8,2785,9,9,9,69,1220,17,30,0,0,rapamycin,igf-i
122,"(amiodarone,herg)",5,2786,21,33,39,589,1221,14,17,1,1,amiodarone,herg
273,"(auranofin,nrf2)",5,2787,21,26,31,49,376,14,6,0,0,auranofin,nrf2
2649,"(physostigmine,butyrylcholinesterase)",25,2788,48,101,132,590,1222,5,9,0,0,physostigmine,butyrylcholinesterase
1626,"(gm-csf,shp-1)",18,2789,24,31,71,225,1223,21,6,0,0,gm-csf,shp-1
804,"(cyclosporine,kallikrein)",18,2790,24,31,71,352,605,21,9,0,0,cyclosporine,kallikrein
101,"(alprenolol,5-ht1a)",4,2791,4,4,4,5,78,8,9,0,1,alprenolol,5-ht1a
991,"(dhea,sulfatase)",5,2792,5,25,30,591,1224,14,24,0,0,dhea,sulfatase
30,"(acetazolamide,aqp1)",20,2793,37,56,64,242,1225,9,13,0,1,acetazolamide,aqp1
2960,"(risperidone,cyp3a)",7,2794,27,36,44,86,240,3,10,0,0,risperidone,cyp3a
363,"(buspirone,cyp3a4)",7,2795,8,8,8,87,230,3,8,1,0,buspirone,cyp3a4
2026,"(leflunomide,bcrp)",8,2796,9,9,19,28,32,17,6,0,0,leflunomide,bcrp
824,"(danazol,shbg)",24,2797,36,52,60,535,1064,4,20,0,0,danazol,shbg
642,"(cltx,mmp-2)",13,2798,14,14,14,20,24,11,7,0,0,cltx,mmp-2
1292,"(fexofenadine,oatp)",7,2799,8,8,8,87,481,3,7,0,0,fexofenadine,oatp
3103,"(sirolimus,mtor)",4,2800,6,6,6,15,215,8,112,0,1,sirolimus,mtor
76,"(aldosterone,pai-1)",16,2801,18,24,29,58,68,25,31,0,0,aldosterone,pai-1
2247,"(mirtazapine,cyp2d)",1,2802,1,1,1,239,1226,13,5,0,0,mirtazapine,cyp2d
1717,"(hydralazine,dnmt)",18,2803,30,39,47,592,1227,21,6,0,0,hydralazine,dnmt
3430,"(vasopressin,avpr2)",6,2804,7,7,22,31,550,12,50,0,1,vasopressin,avpr2
2284,"(n-acetylcysteine,nf-kappab)",4,2805,6,6,6,93,115,8,31,0,0,n-acetylcysteine,nf-kappab
156,"(aprotinin,il-10)",8,2806,9,9,9,80,826,17,6,0,0,aprotinin,il-10
2097,"(lumiracoxib,cyclooxygenase-2)",13,2807,14,14,14,125,164,11,23,0,1,lumiracoxib,cyclooxygenase-2
721,"(curcumin,cftr)",5,2808,5,25,40,72,87,14,21,0,0,curcumin,cftr
989,"(dhea,pparalpha)",5,2809,5,25,40,176,1228,14,14,0,0,dhea,pparalpha
249,"(atra,hdac)",4,2810,6,6,6,102,129,8,10,0,0,atra,hdac
700,"(creatine,myogenin)",14,2811,15,15,133,593,1229,23,18,0,0,creatine,myogenin
2355,"(nifedipine,cyp3a4)",7,2812,19,20,23,35,255,3,51,0,0,nifedipine,cyp3a4
1557,"(glcnac,mgat3)",12,2813,22,49,57,133,574,1,11,0,0,glcnac,mgat3
92,"(alendronate,pthrp)",8,2814,9,9,9,88,1230,17,6,0,0,alendronate,pthrp
1547,"(genistein,ppargamma)",17,2815,20,22,27,306,496,2,12,0,0,genistein,ppargamma
235,"(atra,chmp1a)",1,2816,1,59,97,287,459,13,14,0,0,atra,chmp1a
1299,"(fibrates,mdr2)",9,2817,10,10,10,67,80,6,5,0,0,fibrates,mdr2
1967,"(itraconazole,cyp3a)",15,2818,16,16,16,22,532,10,11,0,0,itraconazole,cyp3a
477,"(celecoxib,pc-3)",10,2819,33,42,50,594,1231,24,13,0,0,celecoxib,pc-3
379,"(calcitriol,osteocalcin)",16,2820,18,24,43,162,899,25,34,0,0,calcitriol,osteocalcin
2177,"(metformin,pai-1)",11,2821,17,17,18,24,28,18,11,0,0,metformin,pai-1
1054,"(domperidone,nicotinamide)",9,2822,10,10,10,12,101,6,9,0,0,domperidone,nicotinamide
714,"(curcumin,bcl-2)",16,2823,18,24,29,62,74,25,53,0,0,curcumin,bcl-2
1170,"(estradiol,enos)",16,2824,18,24,29,59,764,25,31,0,0,estradiol,enos
340,"(bortezomib,stat3)",5,2825,5,25,40,532,1232,14,9,0,0,bortezomib,stat3
674,"(corticosteroids,il-1)",23,2826,32,41,49,118,155,16,28,0,0,corticosteroids,il-1
1159,"(estradiol,cox-2)",16,2827,18,24,29,58,559,25,10,0,0,estradiol,cox-2
2795,"(pyridoxal,pdxk)",20,2828,26,35,42,387,693,9,12,0,1,pyridoxal,pdxk
2081,"(lovastatin,egfr)",4,2829,6,6,6,139,1233,8,22,0,0,lovastatin,egfr
2406,"(norepinephrine,thermogenin)",16,2830,18,24,29,227,336,25,6,0,0,norepinephrine,thermogenin
534,"(cimetidine,cyp2d6)",4,2831,6,6,6,17,20,8,9,0,0,cimetidine,cyp2d6
3354,"(trastuzumab,kip1)",1,2832,1,1,1,397,707,13,14,0,0,trastuzumab,kip1
1182,"(estradiol,igf-i)",2,2833,2,2,2,2,3,7,152,0,0,estradiol,igf-i
2540,"(pegfilgrastim,g-csf)",9,2834,10,23,28,222,1145,6,36,0,0,pegfilgrastim,g-csf
1648,"(gp120,scd4)",14,2835,28,99,129,595,1234,23,118,0,0,gp120,scd4
1945,"(isoflurane,nachr)",4,2836,6,6,6,93,1235,8,12,0,0,isoflurane,nachr
2541,"(pegvisomant,igf-i)",5,2837,5,48,56,458,1236,14,111,0,0,pegvisomant,igf-i
849,"(degarelix,gnrh)",4,2838,4,4,4,5,342,8,30,0,0,degarelix,gnrh
1514,"(genistein,cdk1)",4,2839,39,62,72,311,508,8,6,0,0,genistein,cdk1
638,"(clozapine,cyp2d6)",7,2840,8,8,8,54,62,3,16,1,0,clozapine,cyp2d6
1921,"(indomethacin,vegf)",8,2841,9,9,9,80,98,17,13,0,0,indomethacin,vegf
1868,"(imc-c225,egfr)",4,2842,6,18,20,489,1237,8,26,0,1,imc-c225,egfr
2794,"(pyridoxal,pdx1)",17,2843,20,22,27,39,1238,2,9,0,0,pyridoxal,pdx1
677,"(corticosteroids,p-gp)",7,2844,27,36,44,596,1239,3,19,1,0,corticosteroids,p-gp
82,"(aldosterone,sgk1)",16,2845,18,24,29,45,82,25,57,0,0,aldosterone,sgk1
316,"(bezafibrate,ppar-alpha)",5,2846,21,33,39,68,96,14,14,0,1,bezafibrate,ppar-alpha
1831,"(il-2,p70-75)",6,2847,7,7,7,283,452,12,10,0,1,il-2,p70-75
2350,"(ng-monomethyl-l-arginine,ifn-gamma)",5,2848,5,83,105,597,1240,14,12,0,0,ng-monomethyl-l-arginine,ifn-gamma
884,"(dexamethasone,cyp3a)",16,2849,18,24,29,45,82,25,66,0,0,dexamethasone,cyp3a
1252,"(everolimus,cyp3a4)",7,2850,8,8,8,87,108,3,6,0,0,everolimus,cyp3a4
2614,"(pge2,tgfbeta)",2,2851,2,2,2,3,6,7,11,0,0,pge2,tgfbeta
1888,"(indomethacin,calcitonin)",10,2852,11,11,11,598,1241,24,17,0,0,indomethacin,calcitonin
3412,"(valdecoxib,cyclooxygenase-2)",13,2853,14,14,14,125,164,11,17,1,1,valdecoxib,cyclooxygenase-2
2126,"(melatonin,lhrh)",8,2854,9,9,19,28,32,17,30,0,0,melatonin,lhrh
1576,"(glucosamine,stat3)",4,2855,39,62,72,599,1242,8,5,0,0,glucosamine,stat3
1047,"(docetaxel,g-csf)",2,2856,2,2,2,79,95,7,51,0,0,docetaxel,g-csf
1432,"(furosemide,kallikrein)",8,2857,9,9,9,10,894,17,34,0,0,furosemide,kallikrein
800,"(cyclosporine,foxp3)",4,2858,6,6,6,401,1243,8,7,0,0,cyclosporine,foxp3
3187,"(sunitinib,gm-csf)",9,2859,10,23,28,76,92,6,5,0,0,sunitinib,gm-csf
2084,"(lovastatin,ldlr)",21,2860,44,79,92,272,422,19,7,0,0,lovastatin,ldlr
2646,"(phosphatidylserine,phospholipase)",11,2861,17,17,18,224,1001,18,41,0,0,phosphatidylserine,phospholipase
3194,"(suramin,ecto-atpase)",4,2862,6,6,6,139,1244,8,7,0,0,suramin,ecto-atpase
3290,"(theophylline,ghrh)",5,2863,21,26,31,240,365,14,10,0,0,theophylline,ghrh
692,"(creatine,crtr)",7,2864,19,20,26,214,415,3,20,0,1,creatine,crtr
291,"(berberine,adiponectin)",16,2865,18,24,29,62,97,25,7,0,0,berberine,adiponectin
3083,"(simvastatin,klf2)",11,2866,12,71,84,600,1245,18,5,0,0,simvastatin,klf2
3091,"(simvastatin,oatp1b1)",12,2867,22,49,57,370,1246,1,5,0,0,simvastatin,oatp1b1
2767,"(propranolol,phospholipase)",13,2868,14,14,14,20,24,11,29,0,0,propranolol,phospholipase
1100,"(duloxetine,cyp1a2)",15,2869,16,27,33,168,470,10,13,0,0,duloxetine,cyp1a2
2866,"(rapamycin,pmr1)",12,2870,22,49,57,133,175,1,5,0,0,rapamycin,pmr1
508,"(chloramphenicol,mdr1)",8,2871,9,9,19,28,687,17,19,0,0,chloramphenicol,mdr1
128,"(amitriptyline,p-gp)",7,2872,27,36,44,596,1247,3,5,0,0,amitriptyline,p-gp
3201,"(tacrine,butyrylcholinesterase)",4,2873,6,6,6,139,480,8,18,0,1,tacrine,butyrylcholinesterase
1877,"(imiquimod,tlr7)",5,2874,21,33,39,159,223,14,44,0,1,imiquimod,tlr7
234,"(atra,cd38)",11,2875,17,17,18,224,328,18,19,0,0,atra,cd38
3084,"(simvastatin,lfa-1)",4,2876,6,6,6,14,181,8,9,0,1,simvastatin,lfa-1
207,"(atorvastatin,ampk)",1,2877,1,1,1,1,107,13,6,0,0,atorvastatin,ampk
233,"(atra,cd34)",8,2878,9,9,19,28,32,17,21,0,0,atra,cd34
722,"(curcumin,cop9)",4,2879,6,6,6,439,819,8,5,0,0,curcumin,cop9
2969,"(ritonavir,p-gp)",22,2880,31,66,77,194,1248,22,37,0,0,ritonavir,p-gp
549,"(cisplatin,bcl-2)",16,2881,18,24,29,127,616,25,152,0,0,cisplatin,bcl-2
1089,"(doxycycline,gdnf)",8,2882,9,9,19,28,32,17,6,0,0,doxycycline,gdnf
1961,"(isoproterenol,mcp-1)",2,2883,2,2,2,77,93,7,7,0,0,isoproterenol,mcp-1
2199,"(methoxamine,alpha1)",5,2884,21,26,31,63,75,14,14,1,0,methoxamine,alpha1
3352,"(trastuzumab,her-2)",16,2885,23,65,100,601,1249,25,485,1,1,trastuzumab,her-2
1012,"(dicumarol,dt-diaphorase)",4,2886,6,6,6,41,1185,8,32,1,1,dicumarol,dt-diaphorase
1169,"(estradiol,egfr)",8,2887,9,9,19,28,32,17,6,0,0,estradiol,egfr
580,"(cisplatin,msh2)",10,2888,33,42,50,103,131,24,21,0,0,cisplatin,msh2
3512,"(zosuquidar,p-gp)",4,2889,6,6,6,150,222,8,26,1,0,zosuquidar,p-gp
1556,"(glcnac,lectin)",22,2890,45,81,99,602,1250,22,115,0,0,glcnac,lectin
2450,"(ondansetron,p-gp)",17,2891,20,69,81,207,975,2,10,1,0,ondansetron,p-gp
3360,"(triacetyloleandomycin,cyp3a4)",4,2892,6,6,6,14,16,8,5,0,0,triacetyloleandomycin,cyp3a4
970,"(dextran,heparan)",9,2893,42,77,134,603,1251,6,24,0,0,dextran,heparan
978,"(dhea,dheas)",16,2894,18,21,32,50,57,25,275,0,0,dhea,dheas
3490,"(warfarin,cyp3a4)",13,2895,14,14,68,160,224,11,14,0,0,warfarin,cyp3a4
346,"(bromocriptine,pomc)",16,2896,18,24,29,62,128,25,17,0,0,bromocriptine,pomc
2479,"(oxytocin,lhrh)",16,2897,18,24,29,59,764,25,13,0,0,oxytocin,lhrh
3398,"(udenafil,pde5)",13,2898,14,14,14,20,24,11,8,0,1,udenafil,pde5
3279,"(tetrabenazine,vmat2)",4,2899,6,6,6,14,181,8,14,0,1,tetrabenazine,vmat2
3031,"(rosuvastatin,statin)",22,2900,31,40,48,393,1252,22,102,0,0,rosuvastatin,statin
2667,"(pioglitazone,pai-1)",22,2901,31,43,51,105,1253,22,7,0,0,pioglitazone,pai-1
359,"(buserelin,gnrh)",5,2902,21,33,39,156,214,14,212,0,0,buserelin,gnrh
1792,"(il-2,fasl)",2,2903,2,2,2,236,356,7,32,0,0,il-2,fasl
2539,"(pegfilgrastim,filgrastim)",2,2904,2,2,2,202,298,7,139,0,0,pegfilgrastim,filgrastim
2542,"(pemetrexed,egfr)",5,2905,21,33,39,68,1254,14,23,0,0,pemetrexed,egfr
1931,"(irbesartan,ace2)",2,2906,2,32,38,120,158,7,5,0,0,irbesartan,ace2
